candidate_id,queue_priority,chunk_type,risk_level,heading_path,content_preview,candidate_fields_preview,manual_review_reasons,validation_warnings,recommended_reviewer_action
6d3e3b7a-0b46-457d-b944-f71669a0159e,P2_practice_missing_contraindications,practice,medium,ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 5. Зачем программе нужно страдание / Практика 1: Дневник драйверов,"**Цель:** начать замечать, какие голоса программы включаются в течение дня — и в каких ситуациях. **Время:** 10–15 минут вечером. Каждый вечер вспомни 2–3 ситуации, где было напряжение, дискомфорт или раздражение. Для каждой — простые вопросы:","{""summary_candidate"": ""Практика из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
468fb5d0-85f4-45c5-a7c3-5d593f51682e,P2_practice_missing_contraindications,practice,medium,"ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 5. Нижняя часть тела — есть контакт с опорой? Ты вообще чувствуешь, что сидишь? / Практика 3: Стоп-кадр","**Цель:** поймать программу в действии — до того как реакция уже произошла. **Время:** в течение дня, по ситуации. 20–30 секунд. Когда замечаешь внутреннее напряжение — **буквально остановись**. Физически. Сделай паузу в том, что делаешь. Три шага:","{""summary_candidate"": ""Практика из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
5fd8958c-8585-468e-85ef-374bffc05dd5,P2_practice_missing_contraindications,practice,medium,"ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 7. 5–10 минут тишины в конце. Просто посиди с тем, что увидел. Не нужно ничего решать. / Практика 2: Карта тела","**Цель:** научиться читать телесный сигнал раньше, чем он стал мыслью. **Время:** 10 минут утром или в любое спокойное время. Сядь удобно. Закрой глаза. Начни сверху вниз — медленно пройдись вниманием по телу:","{""summary_candidate"": ""Практика из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
4ea6de6c-5dd9-4914-9fa6-75ecb70a2457,P2_practice_missing_contraindications,practice,medium,"ГЛАВА 3. Карта — не территория: почему ты видишь не мир, а себя / Пример: / Практика 4: Три описания одного факта","**Цель:** увидеть, что любой факт можно описать по-разному — и твоя версия не единственная. **Время:** 7 минут. Возьми один факт — что-то конкретное из своей жизни. Например: «я не получил повышение». Теперь напиши три разных описания этого факта:","{""summary_candidate"": ""Практика из раздела «ГЛАВА 3. Карта — не территория: почему ты видишь не мир, а себя» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
98527f7c-9223-4751-ae11-f201e6dc6558,P2_practice_missing_contraindications,practice,medium,"ГЛАВА 5. Тени: то, что мы не видим в себе / Практикум к главе 5: семь практик работы с тенью / Практика 5: Три проекции в одном конфликте","**Цель:** разобрать конкретный конфликт через линзу тени и проекции. **Время:** 20–30 минут. Возьми один реальный конфликт, который тебя беспокоит прямо сейчас. С конкретным человеком. Ответь письменно на три вопроса: **Вопрос 1:** Что именно в этом человеке тебя задевает? Максимально конкретно —...","{""summary_candidate"": ""Практика из раздела «ГЛАВА 5. Тени: то, что мы не видим в себе» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
03b71eb2-d88f-49fc-9459-0590d0f57a10,P2_practice_missing_contraindications,practice,medium,"ГЛАВА 5. Тени: то, что мы не видим в себе / Практикум к главе 5: семь практик работы с тенью / Практика 7: Письмо к тени","**Цель:** завершить цикл — от обнаружения тени к первому контакту с ней. **Время:** 30–40 минут. Один раз как ритуал. Напиши письмо своей тени — как письмо человеку, которого давно не видел. Которого когда-то спрятал. Не потому что хотел — а потому что так было нужно тогда. В письме — три части:...","{""summary_candidate"": ""Практика из раздела «ГЛАВА 5. Тени: то, что мы не видим в себе» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
88a9ca94-e506-423b-8685-e462b9beaa48,P2_practice_missing_contraindications,practice,medium,ГЛАВА 6. Инстинкты: древние хозяева современного человека / Важно: нет правильного или неправильного инстинкта. Каждый имеет свои дары и свои слепые пятна. / Практика 4: Проверка реальной угрозы,**Цель:** создать паузу между инстинктивной реакцией и действием. **Время:** 2–3 минуты в моменте. Когда инстинкт включился — и ты это заметил — задай три вопроса:,"{""summary_candidate"": ""Практика из раздела «ГЛАВА 6. Инстинкты: древние хозяева современного человека» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
4e153f2e-c331-4091-800e-778a34756f84,P2_practice_missing_contraindications,practice,medium,Глава 8: Информационный метаболизм — как ты переживаешь опыт / 4. Наконец: «Что из этого я готов взять в свою картину мира — без насилия над собой?» / Практика 7: «Возраст ощущения»,"**Цель:** определить, к какому слою принадлежит переживание — сегодняшнему, или старому. **Время:** 15 минут. Применяется, когда реакция явно «больше», чем ситуация требует.","{""summary_candidate"": ""Практика из раздела «Глава 8: Информационный метаболизм — как ты переживаешь опыт» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
35e895ba-8149-4f37-bc05-33bd0e9752cc,P2_practice_missing_contraindications,practice,medium,Глава 8: Информационный метаболизм — как ты переживаешь опыт / 5. Необязательно находить ответы. Важен сам акт внимания. / Практика 6: «Дайте смыслу прийти»,"**Цель:** тренировка аккомодации — позволить опыту изменить твою модель мира. **Время:** 20–30 минут. Применяется, когда произошло что-то значимое — неожиданный успех, провал, конфликт, потеря.","{""summary_candidate"": ""Практика из раздела «Глава 8: Информационный метаболизм — как ты переживаешь опыт» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
66d0f456-a695-4c50-881c-0ce7643baf69,P2_practice_missing_contraindications,practice,medium,Глава 8: Информационный метаболизм — как ты переживаешь опыт / 6. Когда волна спала — сделай выдох. Заметь: ты на месте. Ничего не случилось. / Практика 4: «Незавершённый разговор»,**Цель:** переварить застрявшую ситуацию с другим человеком. **Время:** 30 минут.,"{""summary_candidate"": ""Практика из раздела «Глава 8: Информационный метаболизм — как ты переживаешь опыт» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
7847a734-46f6-4834-9c96-43445fbcf3d6,P2_practice_missing_contraindications,practice,medium,Глава 8: Информационный метаболизм — как ты переживаешь опыт / Практикум / Практика 1: «Незакрытые вкладки»,"**Цель:** обнаружить, что занимает ресурс в фоновом режиме. **Время:** 15–20 минут.","{""summary_candidate"": ""Практика из раздела «Глава 8: Информационный метаболизм — как ты переживаешь опыт» подходит как бережный следующий шаг только при явном запросе и достаточном ресурсе."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": """", ""allowed_writer_use_candidate"": ""Только как один ограниченный next step после ответа и при явном timing fit."", ""contraindications_candidates"": [""Острая дестабилизация, когда пользователю трудно удерживать внимание даже на коротком действии."", ""Состояние сильного истощения, где дополнительная практика может переживаться как давление.""]}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""practice_missing_steps_short"", ""practice_missing_avoid_when"", ""practice_direct_to_writer_without_preconditions"", ""missing_mechanism_hints"", ""practice_candidate_needs_timing_review"", ""high_value_chapter_review"", ""practice_missing_contraindications"", ""high_value_chapter_priority"", ""practice_current_metadata_missing_contraindications""]","[""practice_current_metadata_missing_contraindications""]","Проверить, что practice не попадет в Writer без явного запроса, ресурса и ограничений."
39f6eafa-7403-4450-80b8-9b94097035b2,P3_diagnostic_lens_safe_translation,diagnostic_lens,medium,ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 1. Что такое программа «несовершенное Я» / Два этажа одного мозга,"Здесь важно одно различение — оно многое проясняет. У тебя в голове два этажа, которые работают одновременно. **Нижний этаж** — древний. Ему миллионы лет. Это лимбическая система — та часть мозга, которая досталась нам от предков, живших в условиях реальной физической опасности. Она не думает сло...","{""summary_candidate"": ""Фрагмент из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» описывает повторяющийся внутренний паттерн, который полезно переводить в мягкую гипотезу, а не..."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": ""Это лучше переводить как мягкую гипотезу о способе защиты, а не как утверждение о том, кто человек."", ""allowed_writer_use_candidate"": ""Только мягкая парафраза как объяснительная гипотеза, связанная с контекстом пользователя."", ""contraindications_candidates"": []}","[""manual_review_required_by_prd"", ""missing_summary"", ""missing_mechanism_hints"", ""diagnostic_lens_requires_safe_translation_review"", ""high_value_chapter_review"", ""diagnostic_lens_enrichment_priority"", ""high_value_chapter_priority""]",[],Проверить безопасный пользовательский перевод и убрать диагнозоподобную формулировку.
d527d369-beb2-4113-b370-cb2738e76b55,P3_diagnostic_lens_safe_translation,diagnostic_lens,medium,ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 1. Что такое программа «несовершенное Я» / Почему программа так устойчива,"Три причины, по которым программа «несовершенное Я» держится так крепко: **1. Нейропластичность в критический период** Мозг ребёнка — пластилин. Всё, что записалось в возрасте от 2 до 6 лет, записалось **на уровне базовой архитектуры**. Это не файл, который можно удалить. Это фундамент, на которо...","{""summary_candidate"": ""Фрагмент из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» описывает повторяющийся внутренний паттерн, который полезно переводить в мягкую гипотезу, а не..."", ""mechanism_hints_candidates"": [""shame_as_wrong_visibility""], ""safe_user_translation_candidate"": ""Похоже, здесь есть страх быть увиденным как неправильный или недостаточный."", ""allowed_writer_use_candidate"": ""Только мягкая парафраза как объяснительная гипотеза, связанная с контекстом пользователя."", ""contraindications_candidates"": []}","[""manual_review_required_by_prd"", ""missing_summary"", ""diagnostic_lens_requires_safe_translation_review"", ""high_value_chapter_review"", ""diagnostic_lens_enrichment_priority"", ""high_value_chapter_priority""]",[],Проверить безопасный пользовательский перевод и убрать диагнозоподобную формулировку.
6db17c5b-638d-452e-8a9c-8384c9ed78a4,P3_diagnostic_lens_safe_translation,diagnostic_lens,medium,ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 2. Пять драйверов выживания,Программа «несовершенное Я» — не монолит. Она говорит разными голосами. У каждого человека один-два из них звучат особенно громко. Посмотри на каждый — ты узнаешь свой. ***,"{""summary_candidate"": ""Фрагмент из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» описывает повторяющийся внутренний паттерн, который полезно переводить в мягкую гипотезу, а не..."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": ""Это лучше переводить как мягкую гипотезу о способе защиты, а не как утверждение о том, кто человек."", ""allowed_writer_use_candidate"": ""Только мягкая парафраза как объяснительная гипотеза, связанная с контекстом пользователя."", ""contraindications_candidates"": []}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""missing_mechanism_hints"", ""diagnostic_lens_requires_safe_translation_review"", ""high_value_chapter_review"", ""diagnostic_lens_enrichment_priority"", ""high_value_chapter_priority""]",[],Проверить безопасный пользовательский перевод и убрать диагнозоподобную формулировку.
a49057e9-03da-46dd-9a30-b8de69fbb9da,P3_diagnostic_lens_safe_translation,diagnostic_lens,medium,ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 3. Как программа берёт управление,"Самое тонкое в программе «несовершенное Я» — она работает **автоматически**. Быстрее, чем ты успеваешь осознать. Вот что происходит за полсекунды.","{""summary_candidate"": ""Фрагмент из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» описывает повторяющийся внутренний паттерн, который полезно переводить в мягкую гипотезу, а не..."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": ""Это лучше переводить как мягкую гипотезу о способе защиты, а не как утверждение о том, кто человек."", ""allowed_writer_use_candidate"": ""Только мягкая парафраза как объяснительная гипотеза, связанная с контекстом пользователя."", ""contraindications_candidates"": []}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""missing_mechanism_hints"", ""diagnostic_lens_requires_safe_translation_review"", ""high_value_chapter_review"", ""diagnostic_lens_enrichment_priority"", ""high_value_chapter_priority""]",[],Проверить безопасный пользовательский перевод и убрать диагнозоподобную формулировку.
3bfba8e9-9449-442f-bfce-e39538192a1c,P3_diagnostic_lens_safe_translation,diagnostic_lens,medium,"ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 3. Сделай три медленных выдоха — длиннее, чем вдох. Выдох активирует парасимпатическую систему и буквально говорит нижнему этажу: «угрозы нет».",Вот и всё. Это не про «взять себя в руки». Это про создание **зазора** между триггером и реакцией. Сначала зазор — доли секунды. Потом — секунда. Потом — три. В этом зазоре живёт выбор. Важный момент: ты не останавливаешь программу. Ты просто на секунду перестаёшь быть ею целиком. Разница колосса...,"{""summary_candidate"": ""Фрагмент из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» описывает повторяющийся внутренний паттерн, который полезно переводить в мягкую гипотезу, а не..."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": ""Это лучше переводить как мягкую гипотезу о способе защиты, а не как утверждение о том, кто человек."", ""allowed_writer_use_candidate"": ""Только мягкая парафраза как объяснительная гипотеза, связанная с контекстом пользователя."", ""contraindications_candidates"": []}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""missing_mechanism_hints"", ""diagnostic_lens_requires_safe_translation_review"", ""high_value_chapter_review"", ""diagnostic_lens_enrichment_priority"", ""high_value_chapter_priority""]",[],Проверить безопасный пользовательский перевод и убрать диагнозоподобную формулировку.
15b76643-6a4a-473f-8f9a-754f608bdc97,P3_diagnostic_lens_safe_translation,diagnostic_lens,medium,ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 5. Зачем программе нужно страдание / Практикум к главе 1: семь точек входа,"Теория без практики — это просто информация. Ты можешь понять всё написанное выше, согласиться, кивнуть — и ничего не изменится. Потому что программа работает не на уровне понимания. Она работает на уровне **опыта**. То, что ниже — не упражнения для галочки. Это **приглашения к исследованию**. Ты...","{""summary_candidate"": ""Фрагмент из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» описывает повторяющийся внутренний паттерн, который полезно переводить в мягкую гипотезу, а не..."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": ""Это лучше переводить как мягкую гипотезу о способе защиты, а не как утверждение о том, кто человек."", ""allowed_writer_use_candidate"": ""Только мягкая парафраза как объяснительная гипотеза, связанная с контекстом пользователя."", ""contraindications_candidates"": []}","[""manual_review_required_by_prd"", ""missing_summary"", ""missing_mechanism_hints"", ""diagnostic_lens_requires_safe_translation_review"", ""high_value_chapter_review"", ""diagnostic_lens_enrichment_priority"", ""high_value_chapter_priority""]",[],Проверить безопасный пользовательский перевод и убрать диагнозоподобную формулировку.
cf618346-aa79-49e4-8756-0be86e889897,P3_diagnostic_lens_safe_translation,diagnostic_lens,medium,ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 5. Зачем программе нужно страдание / Страдание = идентичность,"Ещё более тонкая история: **твоё страдание стало частью твоей личности**. Ты так долго живёшь с ощущением «я недостаточен», что оно стало своим. Знакомым. И если убрать его — кто ты тогда? > Из сессии: > > — Устал страдать. Реально устал. Но почему-то не останавливаюсь. > > — Ты хочешь остановить...","{""summary_candidate"": ""Фрагмент из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» описывает повторяющийся внутренний паттерн, который полезно переводить в мягкую гипотезу, а не..."", ""mechanism_hints_candidates"": [""self_criticism_as_control""], ""safe_user_translation_candidate"": ""Самокритика здесь может быть способом держать себя под контролем и не столкнуться с более уязвимыми чувствами."", ""allowed_writer_use_candidate"": ""Только мягкая парафраза как объяснительная гипотеза, связанная с контекстом пользователя."", ""contraindications_candidates"": []}","[""manual_review_required_by_prd"", ""missing_summary"", ""diagnostic_lens_requires_safe_translation_review"", ""high_value_chapter_review"", ""diagnostic_lens_enrichment_priority"", ""high_value_chapter_priority""]",[],Проверить безопасный пользовательский перевод и убрать диагнозоподобную формулировку.
47928bce-3306-4351-862e-290b3edeea59,P3_diagnostic_lens_safe_translation,diagnostic_lens,medium,ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / 5. Зачем программе нужно страдание / Страдание = контроль,"Последнее. Страдание даёт иллюзию контроля. Если ты страдаешь — ты что-то делаешь. Работаешь над собой. Стараешься. Есть процесс, есть движение. А если ты просто **примешь** себя таким, какой ты есть — тогда что? Тогда надо жить. А жизнь непредсказуема. Её нельзя полностью контролировать. Она мож...","{""summary_candidate"": ""Фрагмент из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» описывает повторяющийся внутренний паттерн, который полезно переводить в мягкую гипотезу, а не..."", ""mechanism_hints_candidates"": [""control_as_safety""], ""safe_user_translation_candidate"": ""Иногда контроль становится способом не чувствовать угрозу и вернуть себе ощущение опоры."", ""allowed_writer_use_candidate"": ""Только мягкая парафраза как объяснительная гипотеза, связанная с контекстом пользователя."", ""contraindications_candidates"": []}","[""manual_review_required_by_prd"", ""missing_summary"", ""diagnostic_lens_requires_safe_translation_review"", ""high_value_chapter_review"", ""diagnostic_lens_enrichment_priority"", ""high_value_chapter_priority""]",[],Проверить безопасный пользовательский перевод и убрать диагнозоподобную формулировку.
7b61940d-f6ff-46f8-9514-797efaf0ad00,P3_diagnostic_lens_safe_translation,diagnostic_lens,medium,ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот / Вопросы и ответы,"*Это реальные вопросы участников сессий. Они возникают почти у всех. Если ты читаешь и узнаёшь свой вопрос — значит, ты в правильном месте.* *** **— Я всё понял про программу. Но как её убрать? Должен же быть какой-то метод.** — Смотри, «убрать» — это уже программа говорит. Она же работает через...","{""summary_candidate"": ""Фрагмент из раздела «ГЛАВА 1. Программа «несовершенное Я»: как работает автопилот» описывает повторяющийся внутренний паттерн, который полезно переводить в мягкую гипотезу, а не..."", ""mechanism_hints_candidates"": [""self_criticism_as_control"", ""parental_gaze""], ""safe_user_translation_candidate"": ""Самокритика здесь может быть способом держать себя под контролем и не столкнуться с более уязвимыми чувствами."", ""allowed_writer_use_candidate"": ""Только мягкая парафраза как объяснительная гипотеза, связанная с контекстом пользователя."", ""contraindications_candidates"": []}","[""manual_review_required_by_prd"", ""missing_summary"", ""diagnostic_lens_requires_safe_translation_review"", ""high_value_chapter_review"", ""diagnostic_lens_enrichment_priority"", ""high_value_chapter_priority""]",[],Проверить безопасный пользовательский перевод и убрать диагнозоподобную формулировку.
ee8d929c-3b65-4f9f-8e76-c6e7b5c43457,P3_diagnostic_lens_safe_translation,diagnostic_lens,medium,ГЛАВА 10. НейроСталкинг — жизнь из присутствия / 4. Если внутри возникло «не хочу страдать» — останови. Спроси: кто это «не хочу»? Это ты — или это тоже программа?,После: не надо делать выводов. Просто посиди минуту в тишине. ***,"{""summary_candidate"": ""Фрагмент из раздела «ГЛАВА 10. НейроСталкинг — жизнь из присутствия» описывает повторяющийся внутренний паттерн, который полезно переводить в мягкую гипотезу, а не в диагноз. По..."", ""mechanism_hints_candidates"": [], ""safe_user_translation_candidate"": ""Это лучше переводить как мягкую гипотезу о способе защиты, а не как утверждение о том, кто человек."", ""allowed_writer_use_candidate"": ""Только мягкая парафраза как объяснительная гипотеза, связанная с контекстом пользователя."", ""contraindications_candidates"": []}","[""manual_review_required_by_prd"", ""legacy_too_short"", ""missing_summary"", ""missing_mechanism_hints"", ""diagnostic_lens_requires_safe_translation_review"", ""high_value_chapter_review"", ""diagnostic_lens_enrichment_priority"", ""high_value_chapter_priority""]",[],Проверить безопасный пользовательский перевод и убрать диагнозоподобную формулировку.
