10:02:22 | INFO     | root                                | ======================================================================
10:03:03 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_1_pq_thread_001 turns=4
10:03:03 | INFO     | bot_agent.conversation_memory       | [MEMORY] add_turn user_id=prd0475_live_session_1_pq_thread_001 turns_before=4
10:03:03 | INFO     | bot_agent.conversation_memory       | [MEMORY] turn_added user_id=prd0475_live_session_1_pq_thread_001 turn_index=5
10:03:03 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] add_turn_embedding user_id=prd0475_live_session_1_pq_thread_001 turn_index=5
10:03:03 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] embedding added turn_index=5
10:03:03 | INFO     | bot_agent.conversation_memory       | [SUMMARY_TASK] scheduled turn=5 user_id=prd0475_live_session_1_pq_thread_001 (background)
10:03:03 | INFO     | bot_agent.conversation_memory       | [MEMORY] save userid=prd0475_live_session_1_pq_thread_001 turns=5 reason=addturn
10:03:03 | INFO     | bot_agent.multiagent.runtime_adapter | [MULTIAGENT_ADAPTER] served query user_id=prd0475_live_session_1_pq_thread_001 model=gpt-5-mini writer_api_mode=responses state_api_mode=responses
10:03:03 | INFO     | api.main                            | <- POST /api/v1/questions/adaptive | status=200 | 15.214s
INFO:     127.0.0.1:56430 - "POST /api/v1/questions/adaptive HTTP/1.1" 200 OK
10:03:03 | INFO     | api.main                            | -> POST /api/v1/questions/adaptive (key: dev-key-00...)
10:03:03 | INFO     | api.identity.service                | identity.user_resolved
10:03:03 | WARNING  | api.identity.service                | identity.legacy_user_id_used
10:03:03 | INFO     | api.identity.service                | identity.session_refreshed
10:03:03 | INFO     | api.conversations.service           | conversation.resumed
10:03:03 | INFO     | api.routes.common                   | [ADAPTIVE] Adaptive question: Нет сил думать, не грузи, просто поддержи коротко.... (user=482e11fa-2a32-4d27-836b-445889ca89fd runtime_scope=prd0475_live_session_2_pq_thread_002 session=prd0475_live_session_2_pq_thread_002)
10:03:07 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_miss user_id=prd0475_live_session_2_pq_thread_002
10:03:07 | INFO     | bot_agent.semantic_memory           | [SEMANTIC_MEMORY] cache_miss user_id=prd0475_live_session_2_pq_thread_002
10:03:07 | INFO     | bot_agent.semantic_memory           | Semantic memory loaded: 4 embeddings
10:03:07 | INFO     | bot_agent.conversation_memory       | [MEMORY] load_history start user_id=prd0475_live_session_2_pq_thread_002
10:03:07 | INFO     | bot_agent.conversation_memory       | [MEMORY] loaded from sqlite turns=4 user_id=prd0475_live_session_2_pq_thread_002
10:03:07 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search start user_id=prd0475_live_session_2_pq_thread_002 top_k=3 min_similarity=0.700 total_embeddings=4 exclude_last_n=1 effective_exclude=1
10:03:07 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search_pool_size=3
10:03:07 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search done user_id=prd0475_live_session_2_pq_thread_002 results=3 threshold=0.700 max_similarity=0.885
10:03:07 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #1 turn=1 similarity=0.885
10:03:07 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #2 turn=2 similarity=0.885
10:03:07 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #3 turn=3 similarity=0.885
10:03:07 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_2_pq_thread_002 turns=4
10:03:07 | INFO     | bot_agent.retriever                 | [RETRIEVAL] query='Нет сил думать, не грузи, просто поддержи коротко.' top_k=4 source=api
10:03:10 | INFO     | bot_agent.retriever                 | [RETRIEVAL] API search: 4 блоков
10:03:10 | INFO     | bot_agent.multiagent.agents.memory_retrieval | [MRA] rag hits=4 query='Нет сил думать, не грузи, просто поддержи коротко....' retrieval_source_used=api circuit_open=False
10:03:10 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_2_pq_thread_002 turns=4
10:03:10 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_2_pq_thread_002 turns=4
10:03:10 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_2_pq_thread_002 turns=4
10:03:10 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search start user_id=prd0475_live_session_2_pq_thread_002 top_k=3 min_similarity=0.600 total_embeddings=4 exclude_last_n=1 effective_exclude=1
10:03:10 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search_pool_size=3
10:03:10 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search done user_id=prd0475_live_session_2_pq_thread_002 results=3 threshold=0.600 max_similarity=0.885
10:03:10 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #1 turn=1 similarity=0.885
10:03:10 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #2 turn=2 similarity=0.885
10:03:10 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #3 turn=3 similarity=0.885
10:03:13 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_2_pq_thread_002 turns=4
10:03:13 | INFO     | bot_agent.conversation_memory       | [MEMORY] add_turn user_id=prd0475_live_session_2_pq_thread_002 turns_before=4
10:03:13 | INFO     | bot_agent.conversation_memory       | [MEMORY] turn_added user_id=prd0475_live_session_2_pq_thread_002 turn_index=5
10:03:13 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] add_turn_embedding user_id=prd0475_live_session_2_pq_thread_002 turn_index=5
10:03:13 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] embedding added turn_index=5
10:03:13 | INFO     | bot_agent.conversation_memory       | [SUMMARY_TASK] scheduled turn=5 user_id=prd0475_live_session_2_pq_thread_002 (background)
10:03:13 | INFO     | bot_agent.conversation_memory       | [MEMORY] save userid=prd0475_live_session_2_pq_thread_002 turns=5 reason=addturn
10:03:13 | INFO     | bot_agent.multiagent.runtime_adapter | [MULTIAGENT_ADAPTER] served query user_id=prd0475_live_session_2_pq_thread_002 model=gpt-5-mini writer_api_mode=responses state_api_mode=responses
10:03:13 | INFO     | api.main                            | <- POST /api/v1/questions/adaptive | status=200 | 10.442s
INFO:     127.0.0.1:56439 - "POST /api/v1/questions/adaptive HTTP/1.1" 200 OK
10:03:13 | INFO     | api.main                            | -> POST /api/v1/questions/adaptive (key: dev-key-00...)
10:03:13 | INFO     | api.identity.service                | identity.user_resolved
10:03:13 | WARNING  | api.identity.service                | identity.legacy_user_id_used
10:03:13 | INFO     | api.identity.service                | identity.session_refreshed
10:03:13 | INFO     | api.conversations.service           | conversation.resumed
10:03:13 | INFO     | api.routes.common                   | [ADAPTIVE] Adaptive question: Очень устал. Пару спокойных слов, без анализа.... (user=482e11fa-2a32-4d27-836b-445889ca89fd runtime_scope=prd0475_live_session_3_pq_thread_003 session=prd0475_live_session_3_pq_thread_003)
10:03:17 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_miss user_id=prd0475_live_session_3_pq_thread_003
10:03:17 | INFO     | bot_agent.semantic_memory           | [SEMANTIC_MEMORY] cache_miss user_id=prd0475_live_session_3_pq_thread_003
10:03:17 | INFO     | bot_agent.semantic_memory           | Semantic memory loaded: 4 embeddings
10:03:17 | INFO     | bot_agent.conversation_memory       | [MEMORY] load_history start user_id=prd0475_live_session_3_pq_thread_003
10:03:17 | INFO     | bot_agent.conversation_memory       | [MEMORY] loaded from sqlite turns=4 user_id=prd0475_live_session_3_pq_thread_003
10:03:17 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search start user_id=prd0475_live_session_3_pq_thread_003 top_k=3 min_similarity=0.700 total_embeddings=4 exclude_last_n=1 effective_exclude=1
10:03:17 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search_pool_size=3
10:03:17 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search done user_id=prd0475_live_session_3_pq_thread_003 results=3 threshold=0.700 max_similarity=0.900
10:03:17 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #1 turn=1 similarity=0.900
10:03:17 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #2 turn=2 similarity=0.900
10:03:17 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #3 turn=3 similarity=0.900
10:03:17 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_3_pq_thread_003 turns=4
10:03:17 | INFO     | bot_agent.retriever                 | [RETRIEVAL] query='Очень устал. Пару спокойных слов, без анализа.' top_k=4 source=api
10:03:20 | INFO     | bot_agent.retriever                 | [RETRIEVAL] API search: 4 блоков
10:03:20 | INFO     | bot_agent.multiagent.agents.memory_retrieval | [MRA] rag hits=4 query='Очень устал. Пару спокойных слов, без анализа....' retrieval_source_used=api circuit_open=False
10:03:20 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_3_pq_thread_003 turns=4
10:03:20 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_3_pq_thread_003 turns=4
10:03:20 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_3_pq_thread_003 turns=4
10:03:20 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search start user_id=prd0475_live_session_3_pq_thread_003 top_k=3 min_similarity=0.600 total_embeddings=4 exclude_last_n=1 effective_exclude=1
10:03:20 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search_pool_size=3
10:03:20 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search done user_id=prd0475_live_session_3_pq_thread_003 results=3 threshold=0.600 max_similarity=0.900
10:03:20 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #1 turn=1 similarity=0.900
10:03:20 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #2 turn=2 similarity=0.900
10:03:20 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #3 turn=3 similarity=0.900
10:03:26 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_3_pq_thread_003 turns=4
10:03:26 | INFO     | bot_agent.conversation_memory       | [MEMORY] add_turn user_id=prd0475_live_session_3_pq_thread_003 turns_before=4
10:03:26 | INFO     | bot_agent.conversation_memory       | [MEMORY] turn_added user_id=prd0475_live_session_3_pq_thread_003 turn_index=5
10:03:26 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] add_turn_embedding user_id=prd0475_live_session_3_pq_thread_003 turn_index=5
10:03:26 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] embedding added turn_index=5
10:03:26 | INFO     | bot_agent.conversation_memory       | [SUMMARY_TASK] scheduled turn=5 user_id=prd0475_live_session_3_pq_thread_003 (background)
10:03:26 | INFO     | bot_agent.conversation_memory       | [MEMORY] save userid=prd0475_live_session_3_pq_thread_003 turns=5 reason=addturn
10:03:26 | INFO     | bot_agent.multiagent.runtime_adapter | [MULTIAGENT_ADAPTER] served query user_id=prd0475_live_session_3_pq_thread_003 model=gpt-5-mini writer_api_mode=responses state_api_mode=responses
10:03:26 | INFO     | api.main                            | <- POST /api/v1/questions/adaptive | status=200 | 12.350s
INFO:     127.0.0.1:56447 - "POST /api/v1/questions/adaptive HTTP/1.1" 200 OK
10:03:26 | INFO     | api.main                            | -> POST /api/v1/questions/adaptive (key: dev-key-00...)
10:03:26 | INFO     | api.identity.service                | identity.user_resolved
10:03:26 | WARNING  | api.identity.service                | identity.legacy_user_id_used
10:03:26 | INFO     | api.identity.service                | identity.session_refreshed
10:03:26 | INFO     | api.conversations.service           | conversation.resumed
10:03:26 | INFO     | api.routes.common                   | [ADAPTIVE] Adaptive question: Коротко и без советов, я пустой сегодня.... (user=482e11fa-2a32-4d27-836b-445889ca89fd runtime_scope=prd0475_live_session_4_pq_thread_004 session=prd0475_live_session_4_pq_thread_004)
10:03:29 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_miss user_id=prd0475_live_session_4_pq_thread_004
10:03:29 | INFO     | bot_agent.semantic_memory           | [SEMANTIC_MEMORY] cache_miss user_id=prd0475_live_session_4_pq_thread_004
10:03:29 | INFO     | bot_agent.semantic_memory           | Semantic memory loaded: 4 embeddings
10:03:29 | INFO     | bot_agent.conversation_memory       | [MEMORY] load_history start user_id=prd0475_live_session_4_pq_thread_004
10:03:29 | INFO     | bot_agent.conversation_memory       | [MEMORY] loaded from sqlite turns=4 user_id=prd0475_live_session_4_pq_thread_004
10:03:29 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search start user_id=prd0475_live_session_4_pq_thread_004 top_k=3 min_similarity=0.700 total_embeddings=4 exclude_last_n=1 effective_exclude=1
10:03:29 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search_pool_size=3
10:03:29 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search done user_id=prd0475_live_session_4_pq_thread_004 results=3 threshold=0.700 max_similarity=0.883
10:03:29 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #1 turn=2 similarity=0.883
10:03:29 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #2 turn=3 similarity=0.874
10:03:29 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #3 turn=1 similarity=0.869
10:03:29 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_4_pq_thread_004 turns=4
10:03:29 | INFO     | bot_agent.retriever                 | [RETRIEVAL] query='Коротко и без советов, я пустой сегодня.' top_k=4 source=api
10:03:32 | INFO     | bot_agent.retriever                 | [RETRIEVAL] API search: 4 блоков
10:03:32 | INFO     | bot_agent.multiagent.agents.memory_retrieval | [MRA] rag hits=4 query='Коротко и без советов, я пустой сегодня....' retrieval_source_used=api circuit_open=False
10:03:32 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_4_pq_thread_004 turns=4
10:03:32 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_4_pq_thread_004 turns=4
10:03:32 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_4_pq_thread_004 turns=4
10:03:32 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search start user_id=prd0475_live_session_4_pq_thread_004 top_k=3 min_similarity=0.600 total_embeddings=4 exclude_last_n=1 effective_exclude=1
10:03:32 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search_pool_size=3
10:03:32 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search done user_id=prd0475_live_session_4_pq_thread_004 results=3 threshold=0.600 max_similarity=0.883
10:03:32 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #1 turn=2 similarity=0.883
10:03:32 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #2 turn=3 similarity=0.874
10:03:32 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #3 turn=1 similarity=0.869
10:03:35 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_4_pq_thread_004 turns=4
10:03:35 | INFO     | bot_agent.conversation_memory       | [MEMORY] add_turn user_id=prd0475_live_session_4_pq_thread_004 turns_before=4
10:03:35 | INFO     | bot_agent.conversation_memory       | [MEMORY] turn_added user_id=prd0475_live_session_4_pq_thread_004 turn_index=5
10:03:35 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] add_turn_embedding user_id=prd0475_live_session_4_pq_thread_004 turn_index=5
10:03:35 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] embedding added turn_index=5
10:03:35 | INFO     | bot_agent.conversation_memory       | [SUMMARY_TASK] scheduled turn=5 user_id=prd0475_live_session_4_pq_thread_004 (background)
10:03:35 | INFO     | bot_agent.conversation_memory       | [MEMORY] save userid=prd0475_live_session_4_pq_thread_004 turns=5 reason=addturn
10:03:35 | INFO     | bot_agent.multiagent.runtime_adapter | [MULTIAGENT_ADAPTER] served query user_id=prd0475_live_session_4_pq_thread_004 model=gpt-5-mini writer_api_mode=responses state_api_mode=responses
10:03:35 | INFO     | api.main                            | <- POST /api/v1/questions/adaptive | status=200 | 9.759s
INFO:     127.0.0.1:56461 - "POST /api/v1/questions/adaptive HTTP/1.1" 200 OK
10:03:35 | INFO     | api.main                            | -> POST /api/v1/questions/adaptive (key: dev-key-00...)
10:03:35 | INFO     | api.identity.service                | identity.user_resolved
10:03:35 | WARNING  | api.identity.service                | identity.legacy_user_id_used
10:03:35 | INFO     | api.identity.service                | identity.session_refreshed
10:03:35 | INFO     | api.conversations.service           | conversation.resumed
10:03:35 | INFO     | api.routes.common                   | [ADAPTIVE] Adaptive question: Мне сейчас очень плохо, не выдерживаю.... (user=482e11fa-2a32-4d27-836b-445889ca89fd runtime_scope=prd0475_live_session_5_pq_thread_005 session=prd0475_live_session_5_pq_thread_005)
10:03:40 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_miss user_id=prd0475_live_session_5_pq_thread_005
10:03:40 | INFO     | bot_agent.semantic_memory           | [SEMANTIC_MEMORY] cache_miss user_id=prd0475_live_session_5_pq_thread_005
10:03:40 | INFO     | bot_agent.semantic_memory           | Semantic memory loaded: 4 embeddings
10:03:40 | INFO     | bot_agent.conversation_memory       | [MEMORY] load_history start user_id=prd0475_live_session_5_pq_thread_005
10:03:40 | INFO     | bot_agent.conversation_memory       | [MEMORY] loaded from sqlite turns=4 user_id=prd0475_live_session_5_pq_thread_005
10:03:40 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search start user_id=prd0475_live_session_5_pq_thread_005 top_k=3 min_similarity=0.700 total_embeddings=4 exclude_last_n=1 effective_exclude=1
10:03:40 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search_pool_size=3
10:03:40 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search done user_id=prd0475_live_session_5_pq_thread_005 results=3 threshold=0.700 max_similarity=0.867
10:03:40 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #1 turn=1 similarity=0.867
10:03:40 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #2 turn=2 similarity=0.867
10:03:40 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #3 turn=3 similarity=0.867
10:03:40 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_5_pq_thread_005 turns=4
10:03:40 | INFO     | bot_agent.retriever                 | [RETRIEVAL] query='Мне сейчас очень плохо, не выдерживаю.' top_k=4 source=api
10:03:43 | INFO     | bot_agent.retriever                 | [RETRIEVAL] API search: 4 блоков
10:03:43 | INFO     | bot_agent.multiagent.agents.memory_retrieval | [MRA] rag hits=4 query='Мне сейчас очень плохо, не выдерживаю....' retrieval_source_used=api circuit_open=False
10:03:43 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_5_pq_thread_005 turns=4
10:03:43 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_5_pq_thread_005 turns=4
10:03:43 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_5_pq_thread_005 turns=4
10:03:43 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search start user_id=prd0475_live_session_5_pq_thread_005 top_k=3 min_similarity=0.600 total_embeddings=4 exclude_last_n=1 effective_exclude=1
10:03:43 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search_pool_size=3
10:03:43 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] search done user_id=prd0475_live_session_5_pq_thread_005 results=3 threshold=0.600 max_similarity=0.867
10:03:43 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #1 turn=1 similarity=0.867
10:03:43 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #2 turn=2 similarity=0.867
10:03:43 | INFO     | bot_agent.semantic_memory           | [SEMANTIC]   #3 turn=3 similarity=0.867
10:03:51 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_hit user_id=prd0475_live_session_5_pq_thread_005 turns=4
10:03:51 | INFO     | bot_agent.conversation_memory       | [MEMORY] add_turn user_id=prd0475_live_session_5_pq_thread_005 turns_before=4
10:03:51 | INFO     | bot_agent.conversation_memory       | [MEMORY] turn_added user_id=prd0475_live_session_5_pq_thread_005 turn_index=5
10:03:51 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] add_turn_embedding user_id=prd0475_live_session_5_pq_thread_005 turn_index=5
10:03:51 | INFO     | bot_agent.semantic_memory           | [SEMANTIC] embedding added turn_index=5
10:03:51 | INFO     | bot_agent.conversation_memory       | [SUMMARY_TASK] scheduled turn=5 user_id=prd0475_live_session_5_pq_thread_005 (background)
10:03:51 | INFO     | bot_agent.conversation_memory       | [MEMORY] save userid=prd0475_live_session_5_pq_thread_005 turns=5 reason=addturn
10:03:51 | INFO     | bot_agent.multiagent.runtime_adapter | [MULTIAGENT_ADAPTER] served query user_id=prd0475_live_session_5_pq_thread_005 model=gpt-5-mini writer_api_mode=responses state_api_mode=responses
10:03:51 | INFO     | api.main                            | <- POST /api/v1/questions/adaptive | status=200 | 15.496s
